0,1,2,3,4,5,6,7,8,9
24 . 83,9 . 11,"2 , 60","0 , 41",6 . 01,0 . 55,27 . 65,10 . 4 2,----,---- D0 . 5
23 . 87,8 . 7 5,4 . 29,"0 , 69","9 , 92","0 , 90",23 . 55,8 . 8 5,----,---- D0 . 5  + D6
21 . 61,8.11,8 . 3 5,1 . 37,19 . 31,1 . 7 5,13 . 7 7,5 . 14,----,---- D6
21 . 3 5,8 . 3 5,12 . 15,"2 , 08","28 , 09",2 . 63,7 . 01,2 . 70,----,---- D6
23 . 20,9 . 98,"18 , 20",3 . 41,40 . 98,4 . 28,----,----,0 . 69,0 . 12 D6
24 . 51,11 . 07,"20 , 96",4 . 13,43 . 29,4 . 92,----,----,3 . 13,0 . 59 D6
22 . 94,10 . 50,23 . 29,4 . 6 6,40 . 52,4 . 7 9,---,,,
20 . 59,9 . 2 5,23 . 5 6,4 . 61,"36 , 3 7",4 . 19,-----,---- ----,8 . 00 10 . 84,1 . 58 2 . 09 B2 B2
,,,,,"temp. """,1 00 ° c .,,,
38 . 3 6,1 5 . 36,0 . 41,0 . 072,"0 , 94",0 . 11,48 . 81,24 . 29,----,---- D
3 0 . 05,11.17,a . so,0 . 13,1 . 85,"0 , 18",3 7 . 43,1 5.41,----,---- D
26 . 19,9 . 48,1 . 32,0 . 21,3.07,"0 , 28",31 . 55,12 . 06,,
23 . 7 9,8 . 7 0,4 . 17,0 . 67,9 . 64,0 . 88,23 . 65,8 . 86,--------,-------- D D
24.3 7,9 . 4 6,9 . 26,1 . 57,21 . 41,2 . 07,15.7 9,6 . 29,----,---- D
24 . 26,9.4 5,9 . 53,1.62,22 . 03,2 . 13,15 . 20,6 . 05,----,---- D
25 . 98,1 0 .  7 6,13 . 18,2 . 38,"3 0 , 48",3 . 18,11 . 24,4 . 82,----,---- D
25.43,10 . 50,13 . 41,2.42,31 . 0l,3 . 21,10 . 15,4 . 3 1,----,---- D0 . 5
24 . 9 7,10 . 42,"14 , 00",2.66,33 . 76,"3 , 50",7 . 54,3 . 21,----,---- D0 . 5
2 5 . 18,10 . 66,15 . 62,2 . 89,3 6 . 12,3 . 80,6 . 09,2 . 63,----,---- D0 . 5
2 5 . 7 6,11 . 18,16 . 93,3 . 20,3 9 . 15,4 . 24,4 . 62,2 . 05,----,---- D0 . 5
26 . 51,11 . 74,17 . 7 9,3 . 43,41 . 14,4 . 58,4 . 13,1 . 89,----,---- D0 . 5 '
2 6 . 7 5,12 . 03,18 . 87,3 . 7 0,43 . 63,4 . 94,2 . 62,1 . 22,----,---- D6
2 6 . 90,11 . 86,1 9 . 29,3 . 7 1,"44 , 61",5 . 10,2,,,
27 . 89,13 . 22,21 . 7 7,4 . 51,"49 , 26","5 , 99",---. 1-0,0 . 98 ----,---- 0 . 68,---- 0.14 D6 D6
28 . 3 1,13 . 69,23 . 01,4 . 86,"50 , 00",6 . 34,----,----,1 . 9 5,0 . 41 D6
2 7 . 48 2 5 . 73,13 . 3 0  12 . 3 5,23.4 6  24 . 29,4 . 95 5 . 08,"48 , 54 45 . 44",6 . 16 5. 7 5,------ --,---- ----,3.45 6 . 44,o . 7 3 1.3 6 B B
24 . 69,11 . 73,24 . 59,5 . 10,43 . 61,"5 , 48",----,----,7 . 95,1 . 67 B
23 . 53,11 . 08,24 . 84,5 . 12,41 . 56,"5 , 17",----,----,"9 , 52",1 . 98 B
22 . 13,10.3 5,2 5.56,5.2 2,"3 9 , 09",4 . 86,----,----,11 . 98,"2 , 50 B"
23 . 3 9,12 . 56,33 . 64,7 . 90,41 . 31,6 . 82,----,----,21 . 8 1,6 . 03 B
24.34 23 . 07 22 . 54,13 . 93 13 . 14 13 . 3 1,3 6.61 38 . 09 3 9 . 21,9 . 15 10 . 00 9.57,42 . 9 9  40 . 7 5 39 . 81,8 . 16 8 . 02 8 . 14,-------- ----,---- --------,24 . 91 3 0 . 4 0 28 . 29,"7 . 92  10 .4 1 9 , 33  B + E E E"
22 . 3 3 22 . 40,13 . 18 13 . 3 1,40 . 00 42 . 73,10.32 11 . 64,"3 9 . 44 3 9 , 56","8 . 33 9 , 63",--------,--------,31 . 7 1 3 5 . 41,11 . 22  14 . 44 E + E C
